Filename,Detected Circles,Expected Circles,Correct Match
Augmented_1_073-034-a-188-year8rabbit.png,17,8,False
Augmented_2_073-034-a-188-year8rabbit.png,17,8,False
Augmented_3_073-034-a-188-year8rabbit.png,20,8,False
Augmented_4_073-034-a-188-year8rabbit.png,16,8,False
Augmented_5_073-034-a-188-year8rabbit.png,16,8,False
Augmented_1_074-034-a-194-year8rabbit.png,7,8,False
Augmented_2_074-034-a-194-year8rabbit.png,7,8,False
Augmented_3_074-034-a-194-year8rabbit.png,7,8,False
Augmented_4_074-034-a-194-year8rabbit.png,6,8,False
Augmented_5_074-034-a-194-year8rabbit.png,8,8,True
Augmented_1_049-030-a-144-year5reed.png,7,5,False
Augmented_2_049-030-a-144-year5reed.png,7,5,False
Augmented_3_049-030-a-144-year5reed.png,6,5,False
Augmented_4_049-030-a-144-year5reed.png,7,5,False
Augmented_5_049-030-a-144-year5reed.png,8,5,False
Augmented_1_004-003-a-009-year10house.png,7,10,False
Augmented_2_004-003-a-009-year10house.png,7,10,False
Augmented_3_004-003-a-009-year10house.png,8,10,False
Augmented_4_004-003-a-009-year10house.png,7,10,False
Augmented_5_004-003-a-009-year10house.png,6,10,False
Augmented_1_013-010-a-045-year2flint.png,0,2,False
Augmented_2_013-010-a-045-year2flint.png,0,2,False
Augmented_3_013-010-a-045-year2flint.png,1,2,False
Augmented_4_013-010-a-045-year2flint.png,1,2,False
Augmented_5_013-010-a-045-year2flint.png,0,2,False
Augmented_1_027-020-a-104-year13reed.png,1,13,False
Augmented_2_027-020-a-104-year13reed.png,1,13,False
Augmented_3_027-020-a-104-year13reed.png,3,13,False
Augmented_4_027-020-a-104-year13reed.png,4,13,False
Augmented_5_027-020-a-104-year13reed.png,2,13,False
Augmented_1_029-020-a-111-year7house.png,3,7,False
Augmented_2_029-020-a-111-year7house.png,3,7,False
Augmented_3_029-020-a-111-year7house.png,2,7,False
Augmented_4_029-020-a-111-year7house.png,3,7,False
Augmented_5_029-020-a-111-year7house.png,3,7,False
Augmented_1_049-030-b-142-year1reed.png,5,1,False
Augmented_2_049-030-b-142-year1reed.png,5,1,False
Augmented_3_049-030-b-142-year1reed.png,4,1,False
Augmented_4_049-030-b-142-year1reed.png,2,1,False
Augmented_5_049-030-b-142-year1reed.png,4,1,False
Augmented_1_016-013-a-058-year7rabbit.png,7,7,True
Augmented_2_016-013-a-058-year7rabbit.png,7,7,True
Augmented_3_016-013-a-058-year7rabbit.png,8,7,False
Augmented_4_016-013-a-058-year7rabbit.png,7,7,True
Augmented_5_016-013-a-058-year7rabbit.png,5,7,False
Augmented_1_049-029-b-140-year6reed.png,4,6,False
Augmented_2_049-029-b-140-year6reed.png,5,6,False
Augmented_3_049-029-b-140-year6reed.png,8,6,False
Augmented_4_049-029-b-140-year6reed.png,7,6,False
Augmented_5_049-029-b-140-year6reed.png,7,6,False
Augmented_1_013-010-a-045-year13house.png,4,13,False
Augmented_2_013-010-a-045-year13house.png,4,13,False
Augmented_3_013-010-a-045-year13house.png,5,13,False
Augmented_4_013-010-a-045-year13house.png,6,13,False
Augmented_5_013-010-a-045-year13house.png,6,13,False
Augmented_1_010-007-a-030-year1reed.png,3,1,False
Augmented_2_010-007-a-030-year1reed.png,3,1,False
Augmented_3_010-007-a-030-year1reed.png,4,1,False
Augmented_4_010-007-a-030-year1reed.png,6,1,False
Augmented_5_010-007-a-030-year1reed.png,3,1,False
Augmented_1_009-006-a-025-year12rabbit.png,10,12,False
Augmented_2_009-006-a-025-year12rabbit.png,10,12,False
Augmented_3_009-006-a-025-year12rabbit.png,7,12,False
Augmented_4_009-006-a-025-year12rabbit.png,6,12,False
Augmented_5_009-006-a-025-year12rabbit.png,7,12,False
Augmented_1_021-016-a-076-year3reed.png,7,3,False
Augmented_2_021-016-a-076-year3reed.png,7,3,False
Augmented_3_021-016-a-076-year3reed.png,6,3,False
Augmented_4_021-016-a-076-year3reed.png,8,3,False
Augmented_5_021-016-a-076-year3reed.png,8,3,False
Augmented_1_047-028-b-136-year7house.png,6,7,False
Augmented_2_047-028-b-136-year7house.png,6,7,False
Augmented_3_047-028-b-136-year7house.png,6,7,False
Augmented_4_047-028-b-136-year7house.png,9,7,False
Augmented_5_047-028-b-136-year7house.png,4,7,False
Augmented_1_014-011-b-046-year7reed.png,2,7,False
Augmented_2_014-011-b-046-year7reed.png,2,7,False
Augmented_3_014-011-b-046-year7reed.png,3,7,False
Augmented_4_014-011-b-046-year7reed.png,4,7,False
Augmented_5_014-011-b-046-year7reed.png,3,7,False
Augmented_1_004-003-a-008-year12flint.png,13,12,False
Augmented_2_004-003-a-008-year12flint.png,13,12,False
Augmented_3_004-003-a-008-year12flint.png,11,12,False
Augmented_4_004-003-a-008-year12flint.png,15,12,False
Augmented_5_004-003-a-008-year12flint.png,17,12,False
Augmented_1_007-005-a-022-year4house.png,4,4,True
Augmented_2_007-005-a-022-year4house.png,4,4,True
Augmented_3_007-005-a-022-year4house.png,2,4,False
Augmented_4_007-005-a-022-year4house.png,3,4,False
Augmented_5_007-005-a-022-year4house.png,3,4,False
Augmented_1_027-019-a-099-year6flint.png,2,6,False
Augmented_2_027-019-a-099-year6flint.png,2,6,False
Augmented_3_027-019-a-099-year6flint.png,3,6,False
Augmented_4_027-019-a-099-year6flint.png,1,6,False
Augmented_5_027-019-a-099-year6flint.png,1,6,False
Augmented_1_027-019-a-100-year10house.png,7,10,False
Augmented_2_027-019-a-100-year10house.png,7,10,False
Augmented_3_027-019-a-100-year10house.png,5,10,False
Augmented_4_027-019-a-100-year10house.png,7,10,False
Augmented_5_027-019-a-100-year10house.png,5,10,False
Augmented_1_014-011-a-050-year7flint.png,2,7,False
Augmented_2_014-011-a-050-year7flint.png,2,7,False
Augmented_3_014-011-a-050-year7flint.png,2,7,False
Augmented_4_014-011-a-050-year7flint.png,3,7,False
Augmented_5_014-011-a-050-year7flint.png,1,7,False
Augmented_1_025-019-a-092-year1reed.png,2,1,False
Augmented_2_025-019-a-092-year1reed.png,2,1,False
Augmented_3_025-019-a-092-year1reed.png,1,1,True
Augmented_4_025-019-a-092-year1reed.png,3,1,False
Augmented_5_025-019-a-092-year1reed.png,3,1,False
Augmented_1_022-017-a-078-year12flint.png,5,12,False
Augmented_2_022-017-a-078-year12flint.png,5,12,False
Augmented_3_022-017-a-078-year12flint.png,5,12,False
Augmented_4_022-017-a-078-year12flint.png,5,12,False
Augmented_5_022-017-a-078-year12flint.png,5,12,False
Augmented_1_003-002-a-005-year5house-1.png,4,5,False
Augmented_2_003-002-a-005-year5house-1.png,4,5,False
Augmented_3_003-002-a-005-year5house-1.png,6,5,False
Augmented_4_003-002-a-005-year5house-1.png,4,5,False
Augmented_5_003-002-a-005-year5house-1.png,6,5,False
Augmented_1_001-001-a-002-year1reed.png,3,1,False
Augmented_2_001-001-a-002-year1reed.png,3,1,False
Augmented_3_001-001-a-002-year1reed.png,0,1,False
Augmented_4_001-001-a-002-year1reed.png,5,1,False
Augmented_5_001-001-a-002-year1reed.png,3,1,False
Augmented_1_003-002-a-004-year3reed.png,4,3,False
Augmented_2_003-002-a-004-year3reed.png,5,3,False
Augmented_3_003-002-a-004-year3reed.png,7,3,False
Augmented_4_003-002-a-004-year3reed.png,5,3,False
Augmented_5_003-002-a-004-year3reed.png,9,3,False
Augmented_1_049-029-b-139-year2reed.png,1,2,False
Augmented_2_049-029-b-139-year2reed.png,1,2,False
Augmented_3_049-029-b-139-year2reed.png,2,2,True
Augmented_4_049-029-b-139-year2reed.png,5,2,False
Augmented_5_049-029-b-139-year2reed.png,2,2,True
Augmented_1_004-003-b-012-year13rabbit.png,18,13,False
Augmented_2_004-003-b-012-year13rabbit.png,18,13,False
Augmented_3_004-003-b-012-year13rabbit.png,13,13,True
Augmented_4_004-003-b-012-year13rabbit.png,13,13,True
Augmented_5_004-003-b-012-year13rabbit.png,17,13,False
Augmented_1_020-015-a-071-year8flint.png,3,8,False
Augmented_2_020-015-a-071-year8flint.png,3,8,False
Augmented_3_020-015-a-071-year8flint.png,3,8,False
Augmented_4_020-015-a-071-year8flint.png,3,8,False
Augmented_5_020-015-a-071-year8flint.png,3,8,False
Augmented_1_005-004-a-015-year5flint.png,7,5,False
Augmented_2_005-004-a-015-year5flint.png,7,5,False
Augmented_3_005-004-a-015-year5flint.png,7,5,False
Augmented_4_005-004-a-015-year5flint.png,6,5,False
Augmented_5_005-004-a-015-year5flint.png,6,5,False
Augmented_1_009-006-a-027-year8house.png,1,8,False
Augmented_2_009-006-a-027-year8house.png,1,8,False
Augmented_3_009-006-a-027-year8house.png,5,8,False
Augmented_4_009-006-a-027-year8house.png,1,8,False
Augmented_5_009-006-a-027-year8house.png,1,8,False
Augmented_1_004-003-a-009-yearhouse.png,4,0,False
Augmented_2_004-003-a-009-yearhouse.png,4,0,False
Augmented_3_004-003-a-009-yearhouse.png,3,0,False
Augmented_4_004-003-a-009-yearhouse.png,5,0,False
Augmented_5_004-003-a-009-yearhouse.png,4,0,False
Augmented_1_027-020-a-104-year7rabbit.png,7,7,True
Augmented_2_027-020-a-104-year7rabbit.png,6,7,False
Augmented_3_027-020-a-104-year7rabbit.png,8,7,False
Augmented_4_027-020-a-104-year7rabbit.png,6,7,False
Augmented_5_027-020-a-104-year7rabbit.png,7,7,True
Augmented_1_024-019-a-084-year11house.png,4,11,False
Augmented_2_024-019-a-084-year11house.png,4,11,False
Augmented_3_024-019-a-084-year11house.png,3,11,False
Augmented_4_024-019-a-084-year11house.png,4,11,False
Augmented_5_024-019-a-084-year11house.png,2,11,False
Augmented_1_027-019-a-103-year13flint.png,3,13,False
Augmented_2_027-019-a-103-year13flint.png,3,13,False
Augmented_3_027-019-a-103-year13flint.png,2,13,False
Augmented_4_027-019-a-103-year13flint.png,2,13,False
Augmented_5_027-019-a-103-year13flint.png,2,13,False
Augmented_1_003-002-a-006-year5house.png,4,5,False
Augmented_2_003-002-a-006-year5house.png,4,5,False
Augmented_3_003-002-a-006-year5house.png,5,5,True
Augmented_4_003-002-a-006-year5house.png,3,5,False
Augmented_5_003-002-a-006-year5house.png,3,5,False
Augmented_1_047-028-b-135-year6flint.png,14,6,False
Augmented_2_047-028-b-135-year6flint.png,14,6,False
Augmented_3_047-028-b-135-year6flint.png,12,6,False
Augmented_4_047-028-b-135-year6flint.png,13,6,False
Augmented_5_047-028-b-135-year6flint.png,17,6,False
Augmented_1_037-027-a-128-year5flint.png,6,5,False
Augmented_2_037-027-a-128-year5flint.png,7,5,False
Augmented_3_037-027-a-128-year5flint.png,6,5,False
Augmented_4_037-027-a-128-year5flint.png,5,5,True
Augmented_5_037-027-a-128-year5flint.png,6,5,False
Augmented_1_049-029-b-140-year6reed-1.png,5,6,False
Augmented_2_049-029-b-140-year6reed-1.png,5,6,False
Augmented_3_049-029-b-140-year6reed-1.png,7,6,False
Augmented_4_049-029-b-140-year6reed-1.png,6,6,True
Augmented_5_049-029-b-140-year6reed-1.png,5,6,False
Augmented_1_027-019-a-101-year12reed.png,5,12,False
Augmented_2_027-019-a-101-year12reed.png,5,12,False
Augmented_3_027-019-a-101-year12reed.png,4,12,False
Augmented_4_027-019-a-101-year12reed.png,4,12,False
Augmented_5_027-019-a-101-year12reed.png,2,12,False
Augmented_1_047-028-a-137-year10house.png,8,10,False
Augmented_2_047-028-a-137-year10house.png,8,10,False
Augmented_3_047-028-a-137-year10house.png,9,10,False
Augmented_4_047-028-a-137-year10house.png,7,10,False
Augmented_5_047-028-a-137-year10house.png,10,10,True
Augmented_1_028-020-a-106-year2house.png,3,2,False
Augmented_2_028-020-a-106-year2house.png,3,2,False
Augmented_3_028-020-a-106-year2house.png,2,2,True
Augmented_4_028-020-a-106-year2house.png,2,2,True
Augmented_5_028-020-a-106-year2house.png,3,2,False
Augmented_1_039-027-b-129-year7reed.png,35,7,False
Augmented_2_039-027-b-129-year7reed.png,35,7,False
Augmented_3_039-027-b-129-year7reed.png,36,7,False
Augmented_4_039-027-b-129-year7reed.png,38,7,False
Augmented_5_039-027-b-129-year7reed.png,40,7,False
Augmented_1_005-004-a-014-year1reed.png,12,1,False
Augmented_2_005-004-a-014-year1reed.png,12,1,False
Augmented_3_005-004-a-014-year1reed.png,13,1,False
Augmented_4_005-004-a-014-year1reed.png,11,1,False
Augmented_5_005-004-a-014-year1reed.png,2,1,False
Augmented_1_021-016-a-075-year3reed.png,3,3,True
Augmented_2_021-016-a-075-year3reed.png,3,3,True
Augmented_3_021-016-a-075-year3reed.png,3,3,True
Augmented_4_021-016-a-075-year3reed.png,3,3,True
Augmented_5_021-016-a-075-year3reed.png,2,3,False
Augmented_1_088-037-a-232-year10house.png,10,10,True
Augmented_2_088-037-a-232-year10house.png,10,10,True
Augmented_3_088-037-a-232-year10house.png,10,10,True
Augmented_4_088-037-a-232-year10house.png,9,10,False
Augmented_5_088-037-a-232-year10house.png,6,10,False
Augmented_1_053-031-a-163-year6flint.png,4,6,False
Augmented_2_053-031-a-163-year6flint.png,4,6,False
Augmented_3_053-031-a-163-year6flint.png,5,6,False
Augmented_4_053-031-a-163-year6flint.png,4,6,False
Augmented_5_053-031-a-163-year6flint.png,4,6,False
Augmented_1_089-037-a-233-year11house.png,6,11,False
Augmented_2_089-037-a-233-year11house.png,6,11,False
Augmented_3_089-037-a-233-year11house.png,3,11,False
Augmented_4_089-037-a-233-year11house.png,7,11,False
Augmented_5_089-037-a-233-year11house.png,4,11,False
Augmented_1_081-036-a-208-year9reed.png,10,9,False
Augmented_2_081-036-a-208-year9reed.png,10,9,False
Augmented_3_081-036-a-208-year9reed.png,8,9,False
Augmented_4_081-036-a-208-year9reed.png,11,9,False
Augmented_5_081-036-a-208-year9reed.png,12,9,False
Augmented_1_012-009-a-043-year2reed.png,6,2,False
Augmented_2_012-009-a-043-year2reed.png,6,2,False
Augmented_3_012-009-a-043-year2reed.png,7,2,False
Augmented_4_012-009-a-043-year2reed.png,4,2,False
Augmented_5_012-009-a-043-year2reed.png,7,2,False
Augmented_1_009-006-a-023-year1reed.png,8,1,False
Augmented_2_009-006-a-023-year1reed.png,8,1,False
Augmented_3_009-006-a-023-year1reed.png,7,1,False
Augmented_4_009-006-a-023-year1reed.png,10,1,False
Augmented_5_009-006-a-023-year1reed.png,8,1,False
Augmented_1_028-020-a-106-year9flint.png,4,9,False
Augmented_2_028-020-a-106-year9flint.png,4,9,False
Augmented_3_028-020-a-106-year9flint.png,3,9,False
Augmented_4_028-020-a-106-year9flint.png,5,9,False
Augmented_5_028-020-a-106-year9flint.png,3,9,False
Augmented_1_002-001-a-003-year7flint.png,5,7,False
Augmented_2_002-001-a-003-year7flint.png,5,7,False
Augmented_3_002-001-a-003-year7flint.png,5,7,False
Augmented_4_002-001-a-003-year7flint.png,5,7,False
Augmented_5_002-001-a-003-year7flint.png,6,7,False
Augmented_1_019-015-a-067-year7rabbit.png,2,7,False
Augmented_2_019-015-a-067-year7rabbit.png,2,7,False
Augmented_3_019-015-a-067-year7rabbit.png,3,7,False
Augmented_4_019-015-a-067-year7rabbit.png,2,7,False
Augmented_5_019-015-a-067-year7rabbit.png,3,7,False
Augmented_1_048-029-b-138-year7reed.png,9,7,False
Augmented_2_048-029-b-138-year7reed.png,9,7,False
Augmented_3_048-029-b-138-year7reed.png,8,7,False
Augmented_4_048-029-b-138-year7reed.png,7,7,True
Augmented_5_048-029-b-138-year7reed.png,11,7,False
Augmented_1_022-017-a-080-year1reed.png,6,1,False
Augmented_2_022-017-a-080-year1reed.png,6,1,False
Augmented_3_022-017-a-080-year1reed.png,4,1,False
Augmented_4_022-017-a-080-year1reed.png,5,1,False
Augmented_5_022-017-a-080-year1reed.png,6,1,False
Augmented_1_057-032-b-182-year7house.png,9,7,False
Augmented_2_057-032-b-182-year7house.png,9,7,False
Augmented_3_057-032-b-182-year7house.png,7,7,True
Augmented_4_057-032-b-182-year7house.png,10,7,False
Augmented_5_057-032-b-182-year7house.png,5,7,False
Augmented_1_026-019-a-094-year8reed.png,6,8,False
Augmented_2_026-019-a-094-year8reed.png,6,8,False
Augmented_3_026-019-a-094-year8reed.png,4,8,False
Augmented_4_026-019-a-094-year8reed.png,5,8,False
Augmented_5_026-019-a-094-year8reed.png,4,8,False
Augmented_1_024-019-a-089-year8reed.png,5,8,False
Augmented_2_024-019-a-089-year8reed.png,5,8,False
Augmented_3_024-019-a-089-year8reed.png,5,8,False
Augmented_4_024-019-a-089-year8reed.png,5,8,False
Augmented_5_024-019-a-089-year8reed.png,4,8,False
Augmented_1_004-003-a-010-year12flint.png,19,12,False
Augmented_2_004-003-a-010-year12flint.png,19,12,False
Augmented_3_004-003-a-010-year12flint.png,22,12,False
Augmented_4_004-003-a-010-year12flint.png,15,12,False
Augmented_5_004-003-a-010-year12flint.png,20,12,False
Augmented_1_001-001-a-001-year1reed.png,3,1,False
Augmented_2_001-001-a-001-year1reed.png,3,1,False
Augmented_3_001-001-a-001-year1reed.png,3,1,False
Augmented_4_001-001-a-001-year1reed.png,2,1,False
Augmented_5_001-001-a-001-year1reed.png,4,1,False
Augmented_1_020-015-a-069-year10house.png,6,10,False
Augmented_2_020-015-a-069-year10house.png,6,10,False
Augmented_3_020-015-a-069-year10house.png,4,10,False
Augmented_4_020-015-a-069-year10house.png,5,10,False
Augmented_5_020-015-a-069-year10house.png,8,10,False
Augmented_1_029-020-a-108-year9house.png,4,9,False
Augmented_2_029-020-a-108-year9house.png,4,9,False
Augmented_3_029-020-a-108-year9house.png,4,9,False
Augmented_4_029-020-a-108-year9house.png,5,9,False
Augmented_5_029-020-a-108-year9house.png,6,9,False
Augmented_1_009-006-a-024-year5house.png,8,5,False
Augmented_2_009-006-a-024-year5house.png,8,5,False
Augmented_3_009-006-a-024-year5house.png,8,5,False
Augmented_4_009-006-a-024-year5house.png,8,5,False
Augmented_5_009-006-a-024-year5house.png,5,5,True
Augmented_1_026-019-a-097-year5reed.png,2,5,False
Augmented_2_026-019-a-097-year5reed.png,2,5,False
Augmented_3_026-019-a-097-year5reed.png,3,5,False
Augmented_4_026-019-a-097-year5reed.png,3,5,False
Augmented_5_026-019-a-097-year5reed.png,2,5,False
Augmented_1_029-020-a-110-year8house.png,4,8,False
Augmented_2_029-020-a-110-year8house.png,4,8,False
Augmented_3_029-020-a-110-year8house.png,4,8,False
Augmented_4_029-020-a-110-year8house.png,4,8,False
Augmented_5_029-020-a-110-year8house.png,2,8,False
Augmented_1_010-007-a-029-year5house.png,6,5,False
Augmented_2_010-007-a-029-year5house.png,6,5,False
Augmented_3_010-007-a-029-year5house.png,4,5,False
Augmented_4_010-007-a-029-year5house.png,8,5,False
Augmented_5_010-007-a-029-year5house.png,6,5,False
Augmented_1_089-037-a-234-year12rabbit.png,15,12,False
Augmented_2_089-037-a-234-year12rabbit.png,15,12,False
Augmented_3_089-037-a-234-year12rabbit.png,13,12,False
Augmented_4_089-037-a-234-year12rabbit.png,15,12,False
Augmented_5_089-037-a-234-year12rabbit.png,12,12,True
Augmented_1_025-019-a-091-year11reed.png,7,11,False
Augmented_2_025-019-a-091-year11reed.png,7,11,False
Augmented_3_025-019-a-091-year11reed.png,8,11,False
Augmented_4_025-019-a-091-year11reed.png,7,11,False
Augmented_5_025-019-a-091-year11reed.png,6,11,False
Augmented_1_012-009-b-040-year13flint.png,1,13,False
Augmented_2_012-009-b-040-year13flint.png,1,13,False
Augmented_3_012-009-b-040-year13flint.png,4,13,False
Augmented_4_012-009-b-040-year13flint.png,1,13,False
Augmented_5_012-009-b-040-year13flint.png,2,13,False
